Medicine Name,Symptom,Description
ZINCUM METALLICUM,Sleep,"Cries out during sleep; body jerks; wakes frightened, stared. Nervous motion of feet when asleep. Loud screaming out at night in sleep without being aware of it. Somnambulism (Kali phos)."
ZINCUM METALLICUM,Skin,"Varicose veins, especially of lower extremities (Puls). Formication of feet and legs as from bugs crawling over the skin, preventing sleep. Eczema, especially in the anaemic and neurotic. Itching of thighs and hollow of knees. Retrocession of eruptions."
ZINCUM METALLICUM,Fever,"Frequent, febrile shiverings down back. Cold extremities. Night-sweat. Profuse sweat on feet."
ZINCUM METALLICUM,Modalities,"Worse, at menstrual period, from touch, between 5 to 7 pm; after dinner, from wine. Better, while eating, discharges, and appearance of eruptions."
ZINCUM METALLICUM,Relationship,Compare: Agaric; Ign; Plumb; Argent; Puls; Helleb; Tuberc. Inimical: Nux; Cham. Compare in amelioration by secretions: Lach; Stan; Mosch.
ZINCUM METALLICUM,Dose,Second to sixth potency.
XANTOXYLUM FRAXINEUM,Mind,"Nervous, frightened. Mental depression."
XANTOXYLUM FRAXINEUM,Head,"Feels full. Weight and pain on vertex. Pain over eyes, throbbing pressure over nose, pressure in forehead; head seems divided; ringing in ears. Occipital headache. Sick headache with dizziness and flatulence."
XANTOXYLUM FRAXINEUM,Face,Neuralgia of lower jaw. Dryness of mouth and fauces. Pharyngitis (Wyethia).
XANTOXYLUM FRAXINEUM,Abdomen,"Griping and diarrhoea. Dysentery, with tympanites, tenesmus; inodorous discharges."
XANTOXYLUM FRAXINEUM,Female,"Menses too early and painful. Ovarian neuralgia, with pain in loins and lower abdomen; worse, left side, extending down the thigh, along genito-crural nerves. Neuralgic dysmenorrhoea, with neuralgic headaches; pain in back and down legs. Menses thick, almost black. After-pains (Arnica; Cup; Cham). Leucorrhoea at time of menses. Neurasthenic patients who are thin, emaciated; poor assimilation with insomnia and occipital headache."
XANTOXYLUM FRAXINEUM,Respiratory,"Aphonia. Constant desire to take a long breath; oppression of chest. Dry cough, day and night."
XANTOXYLUM FRAXINEUM,Extremities,"Paralysis of left side following spinal disorders. Numbness of left side; impairment of nerves of motion. Hemiplegia. Pain in nape, extending down back. Sciatica; worse, hot weather. Anterior, crural neuralgia (Staph). Left arm numb. Neuralgic shooting pain, as from electricity, all over limb."
XANTOXYLUM FRAXINEUM,Sleep,Hard and unrefreshing; dreams of flying. Sleeplessness in neurasthenics.
XANTOXYLUM FRAXINEUM,Relationship,"Compare: Gnaph; Cimicif; Staph; Mezer; Piscidia-White dogwood--(a nerve sedative. Insomnia due to worry, nervous excitement, spasmodic coughs; pains of irregular menstruation; regulates the flow. Neuralgic and spasmodic affections. Use tincture in rather material doses)."
XANTOXYLUM FRAXINEUM,Dose,First to sixth potency.
X-RAY,Head,"Sticking pains in different parts of head and face. Dull pain in right upper jaw. Stiff neck. Sudden cricks in neck, pains more severe behind ears. Pain in muscles of neck when lifting head from pillow. Fullness in ears, ringing in head."
X-RAY,Mouth,"Tongue dry, rough, sore. Throat painful on swallowing. Nausea."
X-RAY,Male,Lewd dreams. Sexual desire lost. Re-establishes suppressed gonorrhoea.
X-RAY,Extremities,Rheumatic pains. General tired and sick feeling. Palms rough and scaly.
X-RAY,Skin,"Dry, itching eczema. Erythema around roots of nails. Skin dry, wrinkled. Painful cracks. Warty growths. Nails thicken. Psoriasis."
X-RAY,Modalities,"Worse, in bed, afternoon, evening and night; open air."
X-RAY,Dose,Twelfth potency and higher.
X-RAY,Compare: Electricitas,"Sugar of milk saturated with the current (Anxiety, nervous tremors, restlessness, palpitation, headaches. Dreads approach of thunder-storms; heaviness of limbs)."
X-RAY,Magnetis Poli Ambo,"The Magnet.--Sugar of milk or distilled water exposed to influence of entire mass (Burning lancinations throughout the body; pains as if broken in joints, when cartilages of two bones touch; shooting and jerkings; headache as if a nail were driven in; tendency of old wounds to bleed afresh)."
X-RAY,Magnetis Polus Arcticus,"North pole of the magnet.--(Disturbed sleep, somnambulism, cracking in cervical vertebrae, sensation of coldness; toothache)."
X-RAY,Magnetis Polus Australis,"South pole of the magnet.--(Severe pain in inner side of nail of the big toe, ingrowing toenail; easy dislocation of joints of foot; feet are painful when letting them hang down)."
VINCA MINOR,Head,"Tearing pain in vertex, ringing and whistling in ears. Whirling vertigo, with flickering before eyes. Spots on scalp, oozing moisture, matting hair together. Corrosive itching of scalp. Bald spots. Plica polonica. Irresistible desire to scratch."
VINCA MINOR,Nose,Tip gets red easily. Moist eruption on septum. Stoppage of one nostril. Sores in nose. Seborrhoea upper lip and base of nose.
VINCA MINOR,Throat,Difficult swallowing. Ulcers. Frequent hawking. Diphtheria.
VINCA MINOR,Female,"Excessive menstruation with great weakness. Passive uterine haemorrhages (Ust; Trill; Secale). Menorrhagia; continuous flow, particularly at climacteric (Lach). Haemorrhages from fibroids."
VINCA MINOR,Skin,"Corrosive itching. Great sensitiveness of skin, with redness and soreness from slight rubbing. Eczema of head and face; pustules, itching, burning, and offensive odor. Hair matted together."
VINCA MINOR,Relationship,Compare: Oleand; Staph.
VINCA MINOR,Dose,First to third potency.
WYETHIA HELENOIDES,Head,"Nervous, uneasy, depressed. Dizzy. Rush of blood to head. Sharp pain in forehead."
WYETHIA HELENOIDES,Mouth,Feels as if scalded; sensation of heat down oesophagus. Itching of the palate.
WYETHIA HELENOIDES,Throat,"Constant clearing and hemming. Dry, posterior nares; no relief from clearing. Throat feels swollen; epiglottis dry and burning. Difficult swallowing. Constant desire to swallow saliva. Uvula feels elongated."
WYETHIA HELENOIDES,Stomach,Sense of weight. Belching of wind alternating with hiccough. Nausea and vomiting.
WYETHIA HELENOIDES,Abdomen,Pain below ribs of right side.
WYETHIA HELENOIDES,Stool,"Loose, dark, at night. Itching of anus. Constipation, with haemorrhoids; not bleeding."
WYETHIA HELENOIDES,Respiratory,"Dry, hacking cough, caused by tickling of the epiglottis. Burning sensation in the bronchial tubes. Tendency to get hoarse talking or singing; throat hot, dry. Dry asthma."
WYETHIA HELENOIDES,Female,"Pain in left ovary, shooting down to knee. Pain in uterus; could outline its contour."
WYETHIA HELENOIDES,Extremities,"Pain in back; extends to end of spine. Pain right arm, stiffness of wrist and hand. Aching pains all over."
WYETHIA HELENOIDES,Fever,Chill at 11 am. Thirst for ice-water during chill. No thirst with heat. Profuse sweat all night. Terrific headache during sweat.
WYETHIA HELENOIDES,Relationship,Compare: Arum; Sang; Lach.
WYETHIA HELENOIDES,Dose,First to sixth potency.
VIOLA TRICOLOR,Head,"Heavy, pressing-outward pain. Eczema of scalp, with swollen glands. Face hot and sweating after eating."
VIOLA TRICOLOR,Throat,"Much phlegm, causing hawking; worse in the air. Swallowing difficult."
VIOLA TRICOLOR,Urinary,"Copious; disagreeable, cat-like odor."
VIOLA TRICOLOR,Male,"Swelling of prepuce, burning in glans. Itching. Involuntary, seminal emissions at stool."
VIOLA TRICOLOR,Skin,"Impetigo. Intolerable itching. Eruptions, particularly over face and head, with burning, itching; worse at night. Thick scabs, which crack and exude a tenacious yellow pus. Eczema impetigonoides of the face. Sycosis."
VIOLA TRICOLOR,Modalities,"Worse, winter; 11 am. Compare: Lycop."
VIOLA TRICOLOR,Relationship,Compare: Rhus; Calc; Sepia.
VIOLA TRICOLOR,Dose,Lower potencies.
VISCUM ALBUM,Head,Feeling as if whole vault of skull were lifted up. Blue ring around eyes. Double vision. Buzzing and stopped-up feeling in ear. Deafness from cold. Facial muscles in constant agitation. Persistent vertigo.
VISCUM ALBUM,Respiratory,"Dyspnoea; feeling of suffocation when lying on left side. Spasmodic cough. Asthma, if connected with gout or rheumatism. Stertorous breathing."
VISCUM ALBUM,Female,"Haemorrhage, with pain; blood partly clots and bright red. Climacteric complaints (Lach; Sulph). Pain from sacrum into pelvis, with tearing, shooting pains from above downwards. Retained placenta (Secale). Chronic endometritis. Metrorrhagia. Ovaralgia, especially left."
VISCUM ALBUM,Heart,"Hypertrophy with valvular insufficiency; pulse small and weak; unable to rest in a reclining position. Palpitation during coitus. Low tension. Failing compensation, dyspnoea worse lying on left side. Weight and oppression of heart; as if a hand were squeezing it; tickling sensation about heart."
VISCUM ALBUM,Extremities,"Pains alternate in the knee and ankle with shoulder and elbow. Sciatica. Tearing, shooting pains in both thighs and upper extremities. A glow rises from the feet to the head; seems to be on fire. Periodic pains from sacrum into pelvis, worse in bed, with pains into thighs and upper extremities. General tremor, as if all muscles were in state of fibrillary contraction. Dropsy of extremities. Sensation of a spider crawling over back of hand and foot. Itching all over. Compressing pain in feet."
VISCUM ALBUM,Modalities,"Worse, winter, cold, stormy weather; in bed. Movement; lying on left side."
VISCUM ALBUM,Relationship,Compare: Secale: Convallar; Bry; Puls; Rhodod. Guipsine -active principle--(exalts the hypotensive properties of Viscum). Hedera Helix-Ivy--(Intercranial pressure).
VISCUM ALBUM,Dose,Tincture and lower potencies.
VIPERA BERUS,Face,"Excessively swollen. Lips and tongue swollen, livid, protruding. Tongue dry, brown, black. Speech difficult."
VIPERA BERUS,Liver,"Violent pain in enlarged liver, with jaundice and fever; extends to shoulder and hip."
VIPERA BERUS,Extremities,"Patient is obliged to keep the extremities elevated. When they are allowed to hang down, it seems as if they would burst, and the pain is unbearable (Diad). Varicose veins and acute phlebitis. Veins swollen, sensitive; bursting pain. Severe cramps in lower extremities."
VIPERA BERUS,Skin,"Livid. Skin peels in large plates. Lymphangioma, boils, carbuncles, with bursting sensation, relieved by elevating parts."
VIPERA BERUS,Relationship,"Pelius berus-Adder (Prostration and fainting, faltering pulse, skin yellow, pain about navel. Swelling of arm, tongue, right eye; giddiness, nervousness, faintness, sickness, compression of chest, could not breathe properly or take a deep breath; aching and stiffness of limbs, joints stiff, collapsed feeling, great thirst). Eel serum (heart and kidney diseases. Failure of compensation and impending asystole)."
VIPERA BERUS,Dose,Twelfth potency.
VIBURNUM OPULUS,Head,Irritable. Vertigo; feels as if falling forward. Severe pain in temporal region. Sore feeling in eyeballs.
VIBURNUM OPULUS,Stomach,Constant nausea; relieved by eating. No appetite.
VIBURNUM OPULUS,Abdomen,Sudden cramps and colic pains. Tender to pressure about umbilicus.
VIBURNUM OPULUS,Female,"Menses too late, scanty, lasting a few hours, offensive in odor, with crampy pains, cramps extend down thighs (Bell). Bearing-down pains before. Ovarian region feels heavy and congested. Aching in sacrum and pubes, with pain in anterior muscles of thighs (Xanthox); spasmodic and membranous dysmenorrhoea (Borax). Leucorrhoea, excoriating. Smarting and itching of genitals. Faint on attempting to sit up. Frequent and very early miscarriage, causing seeming sterility. Pains from back to loins and womb worse early morning."
VIBURNUM OPULUS,Urinary,"Frequent urging. Copious, pale, light-colored urine. Cannot hold water on coughing or walking."
VIBURNUM OPULUS,Rectum,"Stools large and hard, with cutting in rectum and soreness of anus."
VIBURNUM OPULUS,Extremities,"Stiff, sore feeling in nape of neck. Feels as if back would break. Sacral backache. Lower extremities weak and heavy."
VIBURNUM OPULUS,Modalities,"Worse, lying on affected side, in warm room, evening and night. Better, in open air and resting."
VIBURNUM OPULUS,Relationship,Compare: Virburnum prunifolium-Black Haw--(habitual miscarriage; after-pains; cancer of the tongue; obstinate hiccough; supposed to be a uterine tonic. Morning sickness; menstrual irregularities of sterile females with uterine displacements). Cimicif; Cauloph; Sep; Xanthox.
VIBURNUM OPULUS,Dose,"Tincture, and lower potencies."
VIOLA ODORATA,Head,"Burning of the forehead. Vertigo; everything in head seems to whirl around. Heaviness of head, with sensation of weakness in muscles of nape of neck. Scalp tense; must knit the brows. Tendency to pain immediately above eyebrows. Throbbing under eye and temple. Headache across the forehead. Acts upon frontal sinuses. Hysterical attacks in tuberculous patients."
VIOLA ODORATA,Eyes,"Heaviness of lids. Eyeball feels compressed. Flames before eyes. Myopia. Choroiditis. Illusions of vision; fiery, serpentine circles."
VIOLA ODORATA,Ears,Shooting in ears. Aversion to music. Roaring and tickling. Deep stitches beneath ears. Deafness; otorrhoea. Ear affections with pain in eyeballs.
VIOLA ODORATA,Respiratory,"Torpor in the end of nose, as from a blow. Dry, short, spasmodic cough and dyspnoea; worse in daytime. Oppression of chest. Pertussis, with hoarseness. Dyspnoea during pregnancy. Difficult breathing, anxiety and palpitation, with hysteria."
VIOLA ODORATA,Extremities,Rheumatism of the deltoid muscle. Trembling of limbs. Pressing pain in right carpal and metacarpal joints. (Ulmus).
VIOLA ODORATA,Urinary,Milky urine; smells strong. Enuresis in nervous children.
VIOLA ODORATA,Modalities,"Worse, cool air."
VIOLA ODORATA,Relationship,"Compare: Ulmus (formication in feet, numb, creeping pain in legs and feet; rheumatic pains above wrists; numbness, tingling, and full soreness where gastrocnemius gives off its tendon); Chenopodium (ears; serous or bloody effusion in the labyrinth; chronic otitis media; progressive deafness to the voice, but sensitive to sounds of passing vehicles and other sounds; buzzing; absent or deficient bone conduction; a consciousness of the ear; hearing better for shrill, high-pitched sounds than for low ones); Aur; Puls; Sep; Ign; Cina; Cauloph (in rheumatism of small joints)."
